price,nav-link,description,listing-location,bed,bath,carport,surface_area,building_area
"Rp 1,49 Miliar",https://www.rumah123.com/properti/sleman/hos17093580/,Rumah Mewah Dijual Maguwo Depok Sleman Jogja.SUPER STRATEGIS!!,"Kalasan, Sleman",5,4,1,126 m²,170 m²
"Rp 2,85 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17085167/,"TURUN HARGA,  JUAL CEPAT Rumah 1 lantai dalam komplek yadara babarsari, lingkungan banyak kampus bisa untuk kos2an","Caturtunggal, Yogyakarta",5,2,,290 m²,84 m²
"Rp 3,25 Miliar",https://www.rumah123.com/properti/kulon-progo/hos17085135/,"Dijual Cepat Rumah Homestay di Wates kulon progo dekat alun2, stasiun, pusat kota","Wates, Kulon Progo",3,2,,500 m²,80 m²
Rp 750 Juta,https://www.rumah123.com/properti/kulon-progo/hos17085182/,Rumah Cantik Minimalis 1 lantai,"Wates, Kulon Progo",2,1,,144 m²,60 m²
Rp 315 Juta,https://www.rumah123.com/properti/sleman/hos16739252/,Rumah Design Bisa Request Di Besi Jangkang Gratis Biaya Legalitas,"Ngaglik, Sleman",2,1,1,88 m²,36 m²
"Rp 2,23 Miliar",https://www.rumah123.com/properti/sleman/hos16553138/,Rumah Kost Dijual SHM Ready Tepi Jalan Palagan,"Ngaglik, Sleman",10,10,2,230 m²,190 m²
Rp 580 Juta,https://www.rumah123.com/properti/sleman/hos17093344/,"Rumah Modern Harga Ekonomis 1 Unit Saja Di Kalasan, Sleman","Kalasan, Sleman",3,2,1,100 m²,80 m²
Rp 580 Juta,https://www.rumah123.com/properti/sleman/hos17093332/,Rumah Modern Harga Ekonomis Di Kalasan Bisa Nego,"Kalasan, Sleman",3,2,1,100 m²,80 m²
"Rp 2,53 Miliar",https://www.rumah123.com/properti/yogyakarta/hos15801763/,Rumah Super Mewah Barat Citrasun Garden One Gate System,"Maguwoharjo, Yogyakarta",5,4,,178 m²,130 m²
Rp 1 Miliar,https://www.rumah123.com/properti/yogyakarta/hos17093171/,Dijual Rumah di Graha Pesona di Jl. Ki Hajar Dewantara,"Mergangsan, Yogyakarta",2,1,1,96 m²,54 m²
"Rp 8,49 Miliar",https://www.rumah123.com/properti/sleman/hos17092952/,Rumah Klasik Strategis Kawasan Elite Demangan Baru Dekat AMPLAZ,"Caturtunggal, Sleman",8,5,2,364 m²,500 m²
Rp 680 Juta,https://www.rumah123.com/properti/sleman/hos17092880/,Rumah Minimais Kaliurang Dekat Pasar Gentan,"Ngaglik, Sleman",3,1,1,97 m²,60 m²
"Rp 3,2 Miliar",https://www.rumah123.com/properti/sleman/hos15744504/,Rumah Dengan Kolam Renang 10 Menit Ke Kota Dekat Ambarukmo Jogja,"Kalasan, Sleman",5,4,,229 m²,155 m²
Rp 950 Juta,https://www.rumah123.com/properti/yogyakarta/hos17092766/,Dijual Rumah Ada Kiosnya 3 Pintu Lokasi Strategis Dalam Ringroad Barat Dekat Kampus Kampus Ternama di Jogja Cocok Untuk Kos2 San Atau Hunian Karena Dekat Dgn Fasum Dan Kepusat Kota Yogjakarta. Banyak Kuliner Hits Lokasi di Yogjakarta Bag.barat Yg Sedang B,"Bantul, Yogyakarta",,,,181 m²,160 m²
"Rp 2,53 Miliar",https://www.rumah123.com/properti/sleman/hos15761277/,Rumah Private Pool Ada Taman Bermain Utara Adisucipto Jogja Timur,"Kalasan, Sleman",5,4,,178 m²,130 m²
"Rp 1,89 Miliar",https://www.rumah123.com/properti/yogyakarta/hos16657240/,Rumah Super Mewah 2 Lantai Dekat Bandara Adisucipto,"Maguwoharjo, Yogyakarta",3,3,2,150 m²,110 m²
Rp 295 Juta,https://www.rumah123.com/properti/sleman/hos16897162/,Rumah Murah Gratis Semua Biaya Di Kalasan Sleman,"Kalasan, Sleman",2,1,1,36 m²,64 m²
"Rp 1,97 Miliar",https://www.rumah123.com/properti/sleman/hos17092742/,Rumah Baru Mewah Siap Bangun Kaliurang Dekat Ugm,"Ngaglik, Sleman",3,3,2,137 m²,140 m²
Rp 743 Juta,https://www.rumah123.com/properti/yogyakarta/hos17092668/,Rumah Investasi 2 Lantai Scandinavian dekat Exit Tol Gamping,"Danurejan, Yogyakarta",3,2,2,81 m²,75 m²
Rp 571 Juta,https://www.rumah123.com/properti/sleman/hos17092697/,Rumah Murah Sleman Jalan Wates Km 6 One Gate System Nuansa Villa,"Sleman, Sleman",2,1,1,79 m²,40 m²
Rp 610 Juta,https://www.rumah123.com/properti/sleman/hos17092694/,Rumah di Sleman Scandinavian One Gate System Dekat Pasar Gamping,"Sleman, Sleman",2,1,1,89 m²,40 m²
Rp 591 Juta,https://www.rumah123.com/properti/sleman/hos17092691/,Rumah di Jogja Scandinavian Dekat Pasar Gamping Dalam Cluster,"Sleman, Sleman",2,1,1,84 m²,40 m²
Rp 580 Juta,https://www.rumah123.com/properti/sleman/hos17092683/,Rumah di Jogja Ada Pos Security Villa Sejuk Dekat Kampus Umy,"Sleman, Sleman",2,1,1,81 m²,40 m²
Rp 565 Juta,https://www.rumah123.com/properti/sleman/hos17092682/,Rumah Murah Sleman Serasa Villa One Gate System Ambarketawang Gamping,"Sleman, Sleman",2,1,1,76 m²,40 m²
Rp 850 Juta,https://www.rumah123.com/properti/sleman/hos17092633/,Rumah Klasik Gaya Eropa Full Furnished Di Jln Kaliurang Km.10,"Ngemplak, Sleman",2,1,1,93 m²,80 m²
Rp 622 Juta,https://www.rumah123.com/properti/sleman/hos17092594/,Rumah Cantik Lingkungan Asri Dekat Kantor Pemda Sleman,"Mlati, Sleman",2,1,1,115 m²,50 m²
Rp 235 Juta,https://www.rumah123.com/properti/sleman/hos17092104/,Bayar Mudah Rumah Marica Style 200 Jt an,"Depok, Sleman",2,1,1,73 m²,30 m²
Rp 910 Juta,https://www.rumah123.com/properti/sleman/hos17092102/,"Rumah Mewah Jl Gito Gati Dekat Jongke, Jl Palagan Km 9, Jombor","Sleman, Sleman",4,2,,106 m²,160 m²
Rp 8 Miliar,https://www.rumah123.com/properti/sleman/hos17092099/,"Rumah Mewah Bale Hinggil Dekat Jl Kaliurang, Uny, Ugm, Hyarta","Ngaglik, Sleman",7,6,,400 m²,440 m²
"Rp 4,65 Miliar",https://www.rumah123.com/properti/sleman/hos17092098/,"Hyarta Residence Jl Palagan Dekat Bale Hinggil, Hyatt, Pogung","Ngaglik, Sleman",5,4,,180 m²,220 m²
"Rp 4,4 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17092097/,"Rumah Mewah Umbulharjo Dekat Timoho, Balaikota, Uad, Uty Jogja","Umbulharjo, Yogyakarta",7,5,,525 m²,550 m²
"Rp 2,5 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17092094/,"Rumah Patehan, Keraton Jogja Dekat Malioboro, Prawirotaman","Kraton, Yogyakarta",6,3,,393 m²,200 m²
"Rp 2,4 Miliar",https://www.rumah123.com/properti/sleman/hos17092093/,"Perumahan Green Hills Jl Kapten Haryadi Dekat Sch, Ugm, Hyatt","Ngaglik, Sleman",3,2,,238 m²,75 m²
"Rp 1,9 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17092092/,"Rumah Tanah Wirobrajan Dekat Malioboro, Pakuncen Cokroaminoto","Wirobrajan, Yogyakarta",5,1,,250 m²,210 m²
"Rp 1,3 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17092086/,"Rumah Mewah Jl Nitikan Baru Dekat Xt Square, Uad, Uty, Unu","Umbulharjo, Yogyakarta",2,2,,134 m²,80 m²
"Rp 1,3 Miliar",https://www.rumah123.com/properti/sleman/hos17092085/,"Rumah Mewah Jl Solo Dekat Babarsari, Seturan, Upn, Atmajaya","Depok, Sleman",4,3,,144 m²,200 m²
Rp 850 Juta,https://www.rumah123.com/properti/sleman/hos17092084/,"Perumahan Griya Taman Asri Jl Gito Gati Dekat Jl Palagan, Jombor","Sleman, Sleman",2,1,,105 m²,50 m²
"Rp 4,7 Miliar",https://www.rumah123.com/properti/sleman/hos17092000/,Rumah Dijual Kliurang  km9 Sleman Jogja.SUPER STRATEGIS FURNISHED,"Ngaglik, Sleman",4,3,1,334 m²,250 m²
Rp 485 Juta,https://www.rumah123.com/properti/sleman/hos17092066/,Dekat Pasar Rumah Sakit Atm Sekolah Di Godean,"Sayegan, Sleman",3,1,1,91 m²,55 m²
"Rp 2,6 Miliar",https://www.rumah123.com/properti/sleman/hos17092008/,Dijual Rumah Siap Huni 2Lt Dalam Cluster Area Pogung Baru Dkt UGM,"Mlati, Sleman",3,3,1,135 m²,200 m²
"Rp 6,7 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17091791/,"Rumah induk & kost 2 lantai dkt MM UGM, utara apartemen Taman Melati. Desain cantik bak cafe, balkon, taman dg pepohonan rindang, kolam koi.","Sekip, Yogyakarta",7,4,2,530 m²,351 m²
Rp 520 Juta,https://www.rumah123.com/properti/sleman/hos17091796/,Rumah Moderen Elegan Siap Huni di Jogja Barat,"Godean, Sleman",2,1,1,90 m²,50 m²
"Rp 2,11 Miliar",https://www.rumah123.com/properti/sleman/hos17091708/,"HGB Per Kavling, Bale Bhavana, 4 Menit Rsa Ugm","Mlati, Sleman",3,2,1,110 m²,107 m²
"Rp 3,87 Miliar",https://www.rumah123.com/properti/sleman/hos17091706/,"3 Menit Pemda Sleman, Desain Minimalis Modern, Formula Land","Mlati, Sleman",3,3,2,204 m²,142 m²
"Rp 3,23 Miliar",https://www.rumah123.com/properti/sleman/hos17091703/,"Bale Wangsa Residence, Utara Ringroad, Ada Siap Huni","Mlati, Sleman",3,3,2,153 m²,135 m²
"Rp 7,7 Miliar",https://www.rumah123.com/properti/sleman/hos17091526/,Dijual Rumah 3 Lantai Bagus Semi Furnished,"Ngaglik, Sleman",4,3,1,336 m²,864 m²
Rp 549 Juta,https://www.rumah123.com/properti/sleman/hos17091406/,Rumah Dijual Di Kalasan Sleman Mulai 500jt an Akses 7 Meter,"Ngaglik, Sleman",2,1,1,90 m²,45 m²
"Rp 1,9 Miliar",https://www.rumah123.com/properti/sleman/hos17091311/,Rumah Griya Perwita Wisata Ngaglik Sleman Yogyakarta SHM,"Ngaglik, Sleman",2,1,1,198 m²,190 m²
Rp 287 Juta,https://www.rumah123.com/properti/kulon-progo/hos17091305/,Rumah Japanis 400m Ke Smpn 2 Sentolo Murah Kulonprogo Jogja,"Kulonprogo, Kulon Progo",2,1,1,72 m²,36 m²
Rp 327 Juta,https://www.rumah123.com/properti/kulon-progo/hos17091300/,Rumah Ala Jepang Unik Jogja 400m Ke Smpn 2 Sentolo,"Kulonprogo, Kulon Progo",2,1,1,84 m²,36 m²
Rp 290 Juta,https://www.rumah123.com/properti/kulon-progo/hos17091299/,Rumah Gaya Jepang Modern Jogja Barat Dekat Exit Tol Sentolo,"Kulonprogo, Kulon Progo",2,1,1,74 m²,36 m²
Rp 287 Juta,https://www.rumah123.com/properti/kulon-progo/hos17091297/,Rumah Japanis Modern di Sentolo Arah Bandara Yia,"Kulonprogo, Kulon Progo",2,1,1,71 m²,36 m²
Rp 278 Juta,https://www.rumah123.com/properti/kulon-progo/hos17091295/,Rumah Ala Jepang Jogja Barat Minimalis Dekat Exit Tol Sentolo,"Kulonprogo, Kulon Progo",2,1,1,71 m²,36 m²
Rp 775 Juta,https://www.rumah123.com/properti/sleman/hos17091289/,"Rumah Murah, Tanah Luas Di Utara Maguwoharjo, Sleman","Kalasan, Sleman",3,2,1,145 m²,70 m²
Rp 790 Juta,https://www.rumah123.com/properti/yogyakarta/hos17091271/,Cicilan Ringan Kpr Rumah Dlm Cluster di Banguntapan Jogja Nego,"Nologaten, Yogyakarta",3,2,1,75 m²,70 m²
Rp 735 Juta,https://www.rumah123.com/properti/sleman/hos17091265/,"Rumah Cantik, Dalam Mini Cluster Di Utara Maguwoharjo","Ngemplak, Sleman",3,2,1,105 m²,70 m²
"Rp 2,2 Miliar",https://www.rumah123.com/properti/sleman/hos17091215/,Rumah Mewah Full Furnish Di Condongcatur Depok,"Depok, Sleman",3,3,2,139 m²,125 m²
"Rp 1,25 Miliar",https://www.rumah123.com/properti/sleman/hos17091077/,Ruma Griya Perwita Wisata Jalan Kaliurang km 13 Ngaglik Sleman Yogyakarta,"Ngaglik, Sleman",4,3,,168 m²,200 m²
Rp 765 Juta,https://www.rumah123.com/properti/sleman/hos17091135/,Rumah Dijual Purwomartani Sleman Jogja.SUPER MURAH STRATEGIS!!,"Kalasan, Sleman",3,2,1,118 m²,80 m²
"Rp 1,85 Miliar",https://www.rumah123.com/properti/sleman/hos17091155/,Rumah Mewah Eksklusif Di Kawasan Maguwoharjo Sleman,"Ngemplak, Sleman",3,2,2,116 m²,115 m²
"Rp 2,2 Miliar",https://www.rumah123.com/properti/sleman/hos17091059/,RUMAH KONTEMPORER DI NGAKLIK SLEMAN DEKAT FAISLITAS UMUM,"Ngaglik, Sleman",3,3,1,125 m²,139 m²
Rp 645 Juta,https://www.rumah123.com/properti/bantul/hos17091073/,RUMAH MURAH DI SELATAN JANTI,"Banguntapan, Bantul",3,1,,93 m²,60 m²
Rp 645 Juta,https://www.rumah123.com/properti/bantul/hos17091054/,RUMAH SIAP HUNI DLM LINGKUNGAN PERUMAHAN DEKAT KOTA GEDE JOGJA,"Banguntapan, Bantul",3,1,,93 m²,60 m²
Rp 499 Juta,https://www.rumah123.com/properti/sleman/hos17091022/,Rumah Baru Moderen Dekat Rsud Sleman,"Tempel, Sleman",2,1,1,120 m²,36 m²
"Rp 1,78 Miliar",https://www.rumah123.com/properti/sleman/hos17090956/,RUMAH BARU MODERN DI DEPOK SLEMAN DEKAT KAMPUS UNY DAN UGM,"Depok, Sleman",5,3,1,120 m²,160 m²
"Rp 3,7 Miliar",https://www.rumah123.com/properti/bantul/hos17090953/,RUMAH DIJUAL CEPAT DI GRAND BALE AND RESORT BANTUL,"Bantul, Bantul",4,4,,305 m²,270 m²
Rp 753 Juta,https://www.rumah123.com/properti/yogyakarta/hos17090825/,Rumah Baru 2 Lantai Scandinavian di Jogja Selatan Kampus Umy,"Demangan, Yogyakarta",3,2,2,84 m²,75 m²
Rp 898 Juta,https://www.rumah123.com/properti/sleman/hos17090934/,"Rumah Siap Huni, Desain Modern 4 Menit Dari Jogja Bay","Ngemplak, Sleman",3,2,1,90 m²,65 m²
Rp 415 Juta,https://www.rumah123.com/properti/bantul/hos16906179/,Rumah Murah One Gate System Di Jalan Tugu Gentong Bantul,"Kasihan, Bantul",2,1,1,77 m²,45 m²
Rp 2 Miliar,https://www.rumah123.com/properti/sleman/hos8352820/,Rumah siap huni perabot lengkap dekat YKPN Atmajaya dan Plaza ambarukmo,"Caturtunggal, Sleman",5,3,1,133 m²,133 m²
"Rp 1,5 Miliar",https://www.rumah123.com/properti/sleman/hos17090767/,RUMAH DEKAT KAMPUS UNY DI CONDONGCATUR SLEMAN AMAN BANJIR,"Condong Catur, Sleman",4,2,1,150 m²,145 m²
"Rp 2,2 Miliar",https://www.rumah123.com/properti/sleman/hos16077167/,Rumah Jepang Sleman Dalam Ringroad Belakang Jogja City Mall,"Gamping, Sleman",3,3,1,119 m²,114 m²
Rp 395 Juta,https://www.rumah123.com/properti/bantul/hos16077173/,Rumah Scandinavian Minimalis Dekat Kasongan Bantul Bangunjiwo,"Sedayu, Bantul",2,1,1,36 m²,80 m²
"Rp 1,5 Miliar",https://www.rumah123.com/properti/sleman/hos17088802/,RUMAH SUPER MURAH DEKAT BANYAK KAMPUS DI CONDONGCATUR,"Condong Catur, Sleman",3,3,1,150 m²,145 m²
Rp 395 Juta,https://www.rumah123.com/properti/bantul/hos17090657/,RUMAH DIJUAL CEPAT DI PATRA GRAHA BANGUNJIWO DEKAT UMY,"Kasihan, Bantul",2,1,1,77 m²,45 m²
Rp 2 Miliar,https://www.rumah123.com/properti/sleman/hos17090533/,Rumah Jalan Kaliurang Dalam Perumahan Cepat Nego,"Ngaglik, Sleman",3,2,1,200 m²,185 m²
"Rp 3,2 Miliar",https://www.rumah123.com/properti/sleman/hos17090455/,Rumah Mewah Dalam Perumahan di jl Palagan,"Ngaglik, Sleman",4,4,1,204 m²,200 m²
"Rp 2,11 Miliar",https://www.rumah123.com/properti/sleman/hos17090461/,"HGB Per Kavling, Bale Bhavana Residence, 8 Menit Kampus Unisa","Mlati, Sleman",3,2,1,110 m²,107 m²
"Rp 3,87 Miliar",https://www.rumah123.com/properti/sleman/hos17090458/,"Bale Wangsa Residence, Desain Custom, Nempel Jalan Kabupaten","Mlati, Sleman",3,3,2,204 m²,142 m²
"Rp 3,23 Miliar",https://www.rumah123.com/properti/sleman/hos17090456/,"Jual Rumah, Bale Wangsa Residence, 10 Menit Kampus Ugm","Mlati, Sleman",3,3,2,153 m²,135 m²
Rp 5 Miliar,https://www.rumah123.com/properti/gunung-kidul/hos17090434/,"RESTAURANT AYAM TALIWANG, DEKAT WISATA GOA PINDUL","Karangmojo, Gunung Kidul",4,2,,4 m²,300 m²
Rp 756 Juta,https://www.rumah123.com/properti/sleman/hos17090433/,Terlaris Rumah Modern Murah Di Ngaglik Dekat Sman 2 Sleman,"Ngaglik, Sleman",2,1,2,95 m²,57 m²
Rp 747 Juta,https://www.rumah123.com/properti/sleman/hos17090400/,Dijual Cluster Rumah 2 Lantai 700 Jutaan dekat Kampus Umy,"Cebongan, Sleman",3,2,2,89 m²,75 m²
Rp 756 Juta,https://www.rumah123.com/properti/sleman/hos17090405/,Rumah Mezzanine Murah Di Ngaglik Dekat Sman 2 Sleman,"Ngaglik, Sleman",2,1,2,95 m²,57 m²
Rp 897 Juta,https://www.rumah123.com/properti/sleman/hos17090346/,RUMAH BARU SIAP HUNI DI WEDOMARTANI SLEMAN 10 MENIT KE JOGJA BAY,"Ngemplak, Sleman",3,2,1,107 m²,91 m²
Rp 530 Juta,https://www.rumah123.com/properti/sleman/hos17090380/,Rumah Modern Siap Huni Dekat Lapangan Ngino Seyegan Sleman,"Sayegan, Sleman",2,1,1,90 m²,50 m²
Rp 559 Juta,https://www.rumah123.com/properti/yogyakarta/hos17090366/,Miliki Rumah Impian Lokasi Startegis Di Berbah Sleman,"Maguwoharjo, Yogyakarta",2,1,1,85 m²,46 m²
"Rp 2,9 Miliar",https://www.rumah123.com/properti/sleman/hos16077116/,Ke Ugm Tinggal Jalan Kaki Jika Beli Rumah Disini,"Depok, Sleman",3,2,1,185 m²,80 m²
Rp 520 Juta,https://www.rumah123.com/properti/sleman/hos17090348/,Rumah Modern Siap Huni Dekat Sma Negeri 1 Seyegan Sleman,"Godean, Sleman",2,1,1,90 m²,50 m²
Rp 737 Juta,https://www.rumah123.com/properti/yogyakarta/hos17090282/,Jual Cluster Rumah 2 Lantai Scandinavian di Jogja Barat dekat Umy,"Gondomanan, Yogyakarta",3,2,2,79 m²,75 m²
Rp 728 Juta,https://www.rumah123.com/properti/sleman/hos17090258/,Rumah Siap Ditempati Dekat Kampus Uii Di Ngaglik 1 Unit Saja,"Ngaglik, Sleman",2,1,1,105 m²,65 m²
Rp 562 Juta,https://www.rumah123.com/properti/sleman/hos17090206/,RUMAH BARU MINIMALIS MODERN DI JL MAGELANG KM 12 TRIHARJO SLEMAN,"Sleman, Sleman",2,1,1,92 m²,53 m²
Rp 743 Juta,https://www.rumah123.com/properti/yogyakarta/hos17090199/,Rumah di Sleman Jogja 2 Lantai dekat Kampus Umy,"Jetis, Yogyakarta",3,2,2,81 m²,75 m²
Rp 728 Juta,https://www.rumah123.com/properti/sleman/hos17090215/,"1 Unit Rumah Siap Huni Dekat Kampus Uii Di Ngaglik, Sleman","Ngaglik, Sleman",2,1,1,105 m²,65 m²
"Rp 1,85 Miliar",https://www.rumah123.com/properti/sleman/hos8069617/,Rumah Kaliurang Tanah 500 Meter Udara Sejuk,"Ngaglik, Sleman",4,4,3,513 m²,250 m²
Rp 7 Miliar,https://www.rumah123.com/properti/yogyakarta/hos10645275/,Rumah Kolam Renang Dijual Mergangsan Kodya Jogja,"Mergangsan, Yogyakarta",4,4,2,527 m²,400 m²
Rp 775 Juta,https://www.rumah123.com/properti/sleman/hos17090180/,"Rumah Murah, Tipe Besar Dalam Cluster Di Ngemplak, Sleman","Ngemplak, Sleman",3,2,1,132 m²,90 m²
Rp 743 Juta,https://www.rumah123.com/properti/bantul/hos17090134/,Rumah 2 Lantai Hunian di Jogja Barat dekat Mall Jcm 2,"Kasihan, Bantul",2,,,81 m²,75 m²
Rp 675 Juta,https://www.rumah123.com/properti/sleman/hos17090093/,Rumah Limasan Modern Dekat Rs Medika Jangkang Jl Kaliurang Km 12,"Ngaglik, Sleman",2,1,1,121 m²,45 m²
Rp 675 Juta,https://www.rumah123.com/properti/sleman/hos17090085/,Rumah Limasan Modern Dekat Bento Kopi Jl Kaliurang Km 12,"Depok, Sleman",2,1,1,121 m²,45 m²
Rp 753 Juta,https://www.rumah123.com/properti/sleman/hos17090040/,Cluster Rumah Jogja 2 Lantai Selatan Kampus Umy,"Godean, Sleman",3,2,2,84 m²,75 m²
Rp 970 Juta,https://www.rumah123.com/properti/yogyakarta/hos17089982/,Rumah murah siap huni tengah kota jogja ada garasi carport dekat ke xt square,"Umbulharjo, Yogyakarta",3,1,1,145 m²,130 m²
"Rp 1,97 Miliar",https://www.rumah123.com/properti/sleman/hos16772839/,Terbaru Rumah Cantik Modern 2 Lantai Dalam Ringroad Jogja,"Depok, Sleman",5,6,2,166 m²,150 m²
"Rp 2,13 Miliar",https://www.rumah123.com/properti/sleman/hos17089950/,"HGB Bisa Naik Shm, Sendangadi, Samping Bale Mulia","Mlati, Sleman",3,2,1,111 m²,107 m²
"Rp 4,49 Miliar",https://www.rumah123.com/properti/sleman/hos17089949/,"4 Menit Mall Sch, Lebar Jalan 8 Meter, Formula Land","Mlati, Sleman",3,3,2,260 m²,142 m²
"Rp 3,37 Miliar",https://www.rumah123.com/properti/sleman/hos17089948/,"Bale Wangsa Residence, 9 Km Kampus Umy, Langsung Huni","Mlati, Sleman",3,3,2,166 m²,135 m²
Rp 450 Juta,https://www.rumah123.com/properti/bantul/hos17089922/,Tinggal 4 Unit Rumah Murah Dekat Puskesmas Kasihan 1,"Kasihan, Bantul",2,1,1,101 m²,36 m²
Rp 450 Juta,https://www.rumah123.com/properti/bantul/hos17089889/,Tinggal 4 Unit Rumah Murah Bisa Kpr Dekat Puskesmas Kasihan 1,"Kasihan, Bantul",2,1,1,101 m²,36 m²
"Rp 1,8 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17089816/,Rumah bagus desain scandinavian lokasi tengah kota jogja dekat terminal giwangan dan alun2,"Kotagede, Yogyakarta",3,2,2,112 m²,152 m²
Rp 835 Juta,https://www.rumah123.com/properti/sleman/hos17089623/,RUMAH BARU SIAP HUNI SKANDINAVIAN DI CONDONGCATUR DEPOK SLEMAN,"Depok, Sleman",3,1,2,92 m²,75 m²
"Rp 1,82 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17089622/,Rumah Dijual di Yogyakarta,"Gondokusuman, Yogyakarta",3,3,1,140 m²,158 m²
Rp 775 Juta,https://www.rumah123.com/properti/sleman/hos17089619/,Bu Rumah Murah Di Cluster Dalam Perumahan Besi Jangkang,"Ngaglik, Sleman",3,2,2,113 m²,85 m²
Rp 592 Juta,https://www.rumah123.com/properti/sleman/hos17089599/,Rumah Scandinavian Dengan Mezanine Dan Balkon Dekat Candi Prambanan,"Prambanan, Sleman",2,1,1,90 m²,36 m²
Rp 592 Juta,https://www.rumah123.com/properti/sleman/hos17089585/,Rumah Scandinavian Dengan Mezanine Akses 7 M Dekat Candi Prambanan,"Kalasan, Sleman",2,1,1,90 m²,36 m²
"Rp 1,2 Miliar",https://www.rumah123.com/properti/sleman/hos17089507/,RUMAH BARU MEWAH CLUSTER EXCLUSIVE DI PURWOMARTANI KALASAN SLEMAN,"Purwomartani   , Sleman",3,3,2,100 m²,80 m²
Rp 775 Juta,https://www.rumah123.com/properti/sleman/hos17066698/,Rumah Legaa Strategis dekat Amplaz di Jl tajem,"Kalasan, Sleman",3,2,1,145 m²,80 m²
Rp 549 Juta,https://www.rumah123.com/properti/bantul/hos17089516/,Rumah Dekat Rsud Bantul Kota Pinggir Jl Aspal di Trirenggo Siap Bangun,"Bantul, Bantul",3,1,1,83 m²,52 m²
"Rp 1,45 Miliar",https://www.rumah123.com/properti/sleman/hos17089459/,Rumah Dijual di Yogyakarta,"Depok, Sleman",3,3,1,110 m²,129 m²
Rp 650 Juta,https://www.rumah123.com/properti/sleman/hos17089413/,RUMAH NEW SIAP HUNI MINIMALIS MODERN DI MARGOAGUNG SEYEGAN SLEMAN,"Sayegan, Sleman",3,2,1,103 m²,60 m²
"Rp 1,1 Miliar",https://www.rumah123.com/properti/sleman/hos17089433/,Rumah SHM Modern Minimalis di Sidoarum Sleman,"Godean, Sleman",3,1,1,142 m²,120 m²
Rp 2 Miliar,https://www.rumah123.com/properti/yogyakarta/hos17089422/,Rumah Dalam Cluster Ciputra Yogyakarta Bonus Kolam Renang Pribadi,"Sleman, Yogyakarta",4,3,2,182 m²,135 m²
"Rp 2,5 Miliar",https://www.rumah123.com/properti/yogyakarta/hos16077214/,"Selain Luas Rumah Disini Juga Dekat Kota Jogja, Strategis Lho","Bantul, Yogyakarta",5,3,1,241 m²,350 m²
"Rp 1,39 Miliar",https://www.rumah123.com/properti/sleman/hos17089355/,RUMAH CANTIK DI JAKAL DKT PASAR KOLOMBO UGM,"Ngaglik, Sleman",3,2,1,103 m²,90 m²
Rp 895 Juta,https://www.rumah123.com/properti/sleman/hos17089298/,RUMAH SIAP HUNI SKANDINAVIAN FULL FURNISH DI JL KEBONAGUNG SLEMAN,"Mlati, Sleman",3,2,1,112 m²,70 m²
"Rp 2,5 Miliar",https://www.rumah123.com/properti/sleman/hos17080621/,Bu Dijual Rumah Murah Banget Di Maguwoharjo Sleman,"Depok, Sleman",4,3,,123 m²,200 m²
"Rp 2,3 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17089287/,Rumah Mewah Modern Dalam Cluster Ciputra Sleman Yogyakarta,"Sleman, Yogyakarta",4,3,2,182 m²,135 m²
"Rp 1,8 Miliar",https://www.rumah123.com/properti/bantul/hos17089285/,RUMAH JOGLO VIEW BUKIT PATALAN BANTUL JOGJAKARTA ISTIMEWA,"Jetis, Bantul",4,5,,500 m²,140 m²
Rp 500 Juta,https://www.rumah123.com/properti/sleman/hos17018158/,"Rumah Baru, 500 Juta, Bisa Kpr Di Kalasan, Sleman","Kalasan, Sleman",3,2,2,104 m²,80 m²
Rp 750 Juta,https://www.rumah123.com/properti/sleman/hos17089225/,RUMAH MINIMALIS AREA JL KABUPATEN SLEMAN,"Gamping, Sleman",2,1,1,89 m²,60 m²
Rp 756 Juta,https://www.rumah123.com/properti/sleman/hos17089202/,RUMAH SKANDINAVIAN DI JL GITOGATI NGAGLIK (5 MENIT KE MALL SCH),"Ngaglik, Sleman",2,1,2,140 m²,60 m²
"Rp 1,78 Miliar",https://www.rumah123.com/properti/sleman/hos16976316/,Rumah Mewah Dekat Kampus Ugm di Maguwoharjo Dalam Ringroad,"Depok, Sleman",4,3,2,118 m²,160 m²
